Country Name,Country Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399999976,1.600000024,1.700000048,1.700000048,1.700000048,,,,,1.100000024,1.399999976,1.700000048,1.700000048,1.600000024,,
Bolivia,BOL,,,,,,,,,,,,,,,,,,,46.5,46.29999924,46.40000153,47.40000153,47.29999924,47.40000153,47.40000153,47.40000153,47.40000153,2.200000048,1.200000048,1.799999952,2.099999905,1.899999976,1.600000024,2.200000048,5.300000191,5.699999809,,37.09999847,36.79999924,41.5,39.59999847,35.09999847,35.09999847,38.59999847,39.5,36.09999847,34.29999924,32.09999847,,,,,,
Brazil,BRA,,,,,,,,,,,,,,,,,,,,29.29999924,29.5,27.10000038,29.79999924,28.60000038,25.89999962,24.60000038,24.20000076,23.20000076,22.79999924,,28.29999924,27.39999962,,26.10000038,24.39999962,24.20000076,23.39999962,24.20000076,18.5,20.60000038,20.60000038,20.70000076,21,20.5,19.29999924,18.29999924,17.39999962,17,,15.69999981,14.60000038,14.5,,
Barbados,BRB,,,,,,,,,,,,,,,,,,,,9.399999619,8.600000381,8,9.100000381,8.5,8.199999809,8,7.800000191,6.599999905,6.300000191,5.5,6.199999809,5.599999905,5.300000191,4.599999905,5.300000191,5.300000191,4.400000095,4.300000191,3.700000048,4.199999809,4,4.599999905,3.299999952,,,,,,2.799999952,3.299999952,2.799999952,2.700000048,,
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1.399999976,,,,,,,,,,,,,0.600000024,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.80000305,,43.59999847,63.09999847,,,65.40000153,59.5,60.09999847,62.20000076,56.29999924,,
Botswana,BWA,,,,,,,,,,,,,,,,,,,,,,,,57.90000153,,,,,,,,,,,15.60000038,,20.39999962,,19.70000076,12.39999962,,21.20000076,,,29.89999962,,,,26.39999962,,,,,
Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,,,,,,,,,,,,,,,,,,,5.400000095,5.5,5.300000191,5.5,5.400000095,5.099999905,4.900000095,4.599999905,4.400000095,4.300000191,4.199999809,4.400000095,4.300000191,4.300000191,4.300000191,4.099999905,4,3.799999952,3.799999952,3.599999905,3.299999952,2.799999952,2.799999952,2.799999952,2.599999905,2.700000048,2.700000048,2.5,2.400000095,2.400000095,2.200000048,2.200000048,2.099999905,2.200000048,2.099999905,
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9683795,22.9102394,23.59105159,23.02138544,22.75994343,21.95245211,22.09822028,21.59590169,19.85780389,19.17868891,18.71864611,17.06872708,16.72358558,15.33214153,14.82993791,13.77459666,12.85568114,12.13188714,12.14380441,12.54615615,12.10764201,12.09365332,11.7482027,11.36667626,
Switzerland,CHE,,,,,,,,,,,,,,,,,,,6.900000095,6.599999905,6.400000095,6.400000095,6.199999809,6.099999905,5.699999809,5.300000191,4.900000095,4.5,4.199999809,4.199999809,4.300000191,4.400000095,4.300000191,4.400000095,4.199999809,4.400000095,4.400000095,4.099999905,4.099999905,3.900000095,3.799999952,3.700000048,3.5,3.5,3.400000095,3.599999905,3,2.700000048,3,3.099999905,3.099999905,3.200000048,3.200000048,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,,,,,,,,16.29999924,15.5,16.20000076,15.80000019,16,20.20000076,20.60000038,20.89999962,20.29999924,19.39999962,19.29999924,19.10000038,18,16.60000038,16.20000076,15.69999981,15.39999962,14.39999962,14.39999962,14.39999962,14.39999962,13.60000038,13.5,13.60000038,15.10000038,14.80000019,14,13.5,13,12.60000038,11.10000038,10.39999962,10.39999962,9.199999809,,
China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,60,59.40000153,59,53.40000153,53.90000153,53.09999847,50.79999924,49.5,48.5,47.70000076,47.40000153,47,46.90000153,46.29999924,45.20000076,44.09999847,4.400000095,4.199999809,3.900000095,3.700000048,3.5,3.400000095,3,2.900000095,2.5,,,,
Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,,,,,76.90000153,,,,,,,,,,,,,,,61.29999924,,,,,,,,,,,,,,
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.40000153,,,,,,,,,,
Colombia,COL,,,,,,,,,,,,,,,,,,,1.399999976,,,,,1.399999976,1.399999976,1.399999976,1.299999952,1.299999952,1.399999976,1.299999952,1.399999976,1.100000024,1.299999952,1,1.200000048,1,1,1.100000024,1.100000024,21.60000038,20,20.5,19.79999924,21.79999924,19.10000038,17.79999924,17.5,18.60000038,18.5,18.20000076,17.5,16.89999962,16.29999924,
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,27.39999962,27.60000038,30,28.20000076,30.70000076,27.29999924,26.89999962,28.10000038,28.10000038,26.20000076,25.89999962,25.5,24.10000038,22.60000038,21.39999962,21.60000038,21.60000038,20.60000038,20.10000038,19.70000076,20.39999962,15.60000038,15.89999962,15.10000038,14.80000019,15.19999981,14,13.19999981,12.30000019,11.80000019,15,14.10000038,13.39999962,12.69999981,,
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37393177,17.80948289,17.59164345,16.85237508,16.30150343,16.82311181,14.62331933,14.47794855,,16.10378713,14.72719125,13.70989622,12.29068714,12.70654389,,,,,,,,,,
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89999962,25.29999924,25.89999962,25.5,25.10000038,25.10000038,25.10000038,21.5,27.10000038,27.10000038,21.70000076,21.70000076,21.70000076,21.20000076,20.20000076,20,18.70000076,18.60000038,18.60000038,18.5,19.70000076,19.29999924,18.60000038,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100000024,,,,,,,,,,,,,,1.700000048,2.299999952,1.799999952,1.899999976,1.899999976,0.600000024,0.400000006,0.699999988,0.800000012,,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,19.20000076,18.70000076,18,17.5,17.10000038,16.39999962,15.80000019,15.5,14.80000019,14.30000019,13.5,12.39999962,12,11.69999981,11,10.69999981,,,,4.199999809,4.5,4.199999809,4.400000095,4.199999809,4.199999809,3.700000048,3.5,3.599999905,3.099999905,2.799999952,2.799999952,2.900000095,2.299999952,2.5,3.900000095,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.30000019,10,8,7.699999809,6.900000095,6.599999905,6.099999905,5.800000191,5.599999905,5.300000191,5.199999809,4.900000095,4.900000095,4.5,4.400000095,3.900000095,3.700000048,3.599999905,3.200000048,3.099999905,3.099999905,3,3,3,2.700000048,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999905,3.700000048,3.5,3.299999952,3.200000048,2.900000095,2.900000095,2.799999952,2.799999952,2.5,2.5,2.400000095,2.299999952,2.299999952,2.299999952,2.200000048,2.200000048,1.700000048,1.600000024,1.5,1.5,1.399999976,1.299999952,1.299999952,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.39999962,,30.79999924,,,,,,23.70000076,,27.20000076,,21,,,,,,,,,,,,,,
Denmark,DNK,,,,,,,,,,,,,,,,,,,,7.400000095,,7.400000095,6.599999905,6.599999905,5.800000191,5.699999809,5.699999809,5.599999905,5.5,5.599999905,5.199999809,5.099999905,5,4.400000095,3.900000095,3.700000048,3.700000048,3.200000048,3.5,3.299999952,3,3.099999905,3.099999905,3,2.900000095,2.799999952,2.400000095,2.5,2.299999952,2.200000048,2.400000095,2.299999952,2.299999952,
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29999924,18.70000076,16.89999962,14.39999962,14.60000038,19.89999962,20,17.10000038,17.5,15.89999962,14.80000019,15.89999962,15,14.80000019,14.60000038,15,14.5,15,14.5,12,14.69999981,14.19999981,14.19999981,14.5,
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10000038,,21.10000038,20.70000076,,,,,,,10.80000019,,,,
East Asia & Pacific (developing only),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61080441,53.45396189,51.00147659,49.73819206,47.82385756,47.88135073,47.532909,47.73451727,46.81316558,46.77031654,45.53021854,44.48288875,13.95393851,13.62007677,11.00126473,12.63460273,10.50752664,10.96125994,10.00112805,10.31523031,9.339025242,,,,
East Asia & Pacific (all income levels),EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.41529978,48.40761659,46.2262366,45.04735598,43.26889446,43.48388103,43.25566357,43.57041601,42.66979351,42.74147061,41.52436074,40.57113128,13.0937345,12.77697394,10.37461019,11.86078707,9.92990645,10.3312982,9.498449102,9.767274088,8.877972645,,,,
Europe & Central Asia (developing only),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.36475437,30.86885518,30.53795428,31.82841823,34.09288924,33.87075946,34.25873156,35.71045236,34.80416771,33.59778442,33.16271295,31.2932297,30.75945096,30.16693574,27.81918837,24.91383052,23.93879636,22.46717466,23.86209463,,22.61611163,22.42889759,22.21238025,,
Europe & Central Asia (all income levels),ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95900053,14.08966513,13.86201518,14.16713374,14.43163392,14.31845414,13.49486262,13.57882796,14.01075685,12.68886241,12.41004741,11.83254913,11.51043041,11.31884058,10.66115635,9.859457824,9.313353493,8.5707185,9.049718468,7.940684098,8.564623883,8.554145697,8.416264854,7.027044044,
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,6.400000095,6.900000095,7.5,7.900000095,6.599999905,7.300000191,7,6.199999809,6.599999905,6.800000191,7.300000191,7.300000191,29.29999924,31.39999962,,31,32.70000076,31.5,31.29999924,29.60000038,28.70000076,28.70000076,28.20000076,28.29999924,27.79999924,25.29999924,,
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,42.40000153,40.29999924,39.09999847,41,40.59999847,,,,,42.40000153,39,31.29999924,38.40000153,35.29999924,35.20000076,34,31,31.29999924,29.79999924,28.70000076,29.60000038,28.5,27.5,29.89999962,31.79999924,30.89999962,31.20000076,31.70000076,31.60000038,29.89999962,28.20000076,29.20000076,27.10000038,28,,
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.191984798,6.763884672,6.434934147,6.344613222,6.06275752,5.908395982,6.036535462,5.772566439,5.219095101,4.922852956,4.810699935,4.670205325,4.580522291,4.268817189,4.163868492,4.038254475,3.823001495,3.357295095,3.376347023,3.348151648,3.234387834,3.21583721,3.171781433,3.147383118,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,19.29999924,18.79999924,18.5,18.70000076,18.5,18.29999924,16.10000038,15.10000038,14,12.69999981,11.5,10.30000019,9.699999809,9.800000191,9.5,9,8.399999619,8,7.699999809,7.099999905,6.599999905,6.5,5.900000095,5.599999905,5.400000095,5.199999809,4.699999809,4.400000095,4,4.099999905,4.099999905,4.099999905,4.199999809,4.199999809,4.199999809,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20000076,21,19.29999924,18.10000038,16,14.19999981,10.19999981,9.699999809,9.699999809,9.300000191,8.5,7.099999905,6.900000095,6.900000095,6.199999809,5.800000191,5.199999809,4.800000191,4.599999905,3.900000095,4,4,4.199999809,4.400000095,4.300000191,3.900000095,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.30000305,,,,,,,,,,7.900000095,79.30000305,8.600000381,,,,,9.5,8.199999809,72.69999695,,
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.461293408,9.202940043,9.163604317,9.126709413,8.902639241,8.77833331,8.634744685,8.327256699,7.509468495,7.270622699,7.02990736,6.478307665,6.352284416,5.88007332,5.7351219,5.465316018,5.176937076,4.72479779,4.7380958,4.801099214,4.627032899,4.608944926,4.490592958,4.418333059,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,,,,,,,,,,,,,,,,,,,13.30000019,12.80000019,13,12.5,12,11.39999962,10.80000019,10.19999981,9.699999809,9.199999809,8.800000191,8.699999809,8.899999619,8.699999809,8.600000381,7.800000191,7.800000191,7.699999809,7.099999905,6.099999905,6,5.599999905,5.300000191,5,4.800000191,4.599999905,4.400000095,4.300000191,4.199999809,4.300000191,4.099999905,4,3.799999952,3.799999952,3.900000095,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1.799999952,,,2.099999905,2.299999952,1.700000048,1.5,1.5,,,1.600000024,2,1.5,1.600000024,1,,,,,,,,
France,FRA,,,,,,,,,,,,,,,,,,,8.399999619,8.100000381,7.800000191,7.599999905,7.400000095,7.099999905,6.900000095,6.599999905,6.300000191,5.900000095,5.599999905,5.300000191,5.900000095,5.400000095,5.199999809,4.900000095,4.800000191,4.599999905,4.400000095,4.099999905,4,4,4,4.099999905,3.799999952,3.599999905,3.599999905,3.400000095,2.700000048,2.900000095,2.900000095,2.799999952,2.799999952,3,2.799999952,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10000038,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,24.20000076,,,,,,,,,,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,2.599999905,2.599999905,2.599999905,2.599999905,2.5,2.5,2.5,2.400000095,2.299999952,2.200000048,2.099999905,2.200000048,2.200000048,2,2.099999905,2,1.899999976,1.799999952,1.700000048,1.5,1.399999976,1.299999952,1.299999952,1.200000048,1.200000048,1.299999952,1.299999952,1.299999952,1,1,1.100000024,1.100000024,1,0.899999976,1.100000024,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,52.20000076,52.09999847,52.79999924,53.79999924,54.90000153,54,54.29999924,55.29999924,53.40000153,,,,,,,,
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,55,,,,,,,57.20000076,,,,41.5,,,44.70000076,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,74.30000305,74.30000305,74.80000305,74.80000305,,,
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.69999695,,,,,,,,,,,,,,,,,,,,,31.5,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,76.30000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,,,,,,,,,,,,,,,,,,,,30.70000076,28.89999962,30,29.39999962,28.89999962,28.5,27,26.60000038,25.29999924,23.89999962,22.20000076,21.89999962,21.29999924,20.79999924,20.39999962,20.29999924,19.79999924,17.89999962,16.29999924,16.39999962,14.89999962,14.30000019,14.19999981,11.69999981,11.5,11,10.60000038,10.5,11.10000038,11.69999981,11.69999981,12.5,13.30000019,13,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79999924,,,,,,19.39999962,,15.5,,13.80000019,,,,,,,,,,,,,,,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999905,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,50.79999924,50.79999924,,,,,51.90000153,,49.90000153,12.89999962,13.60000038,,,,,,,37.59999847,,39.79999924,,38.70000076,36.09999847,38.29999924,,33.20000076,,,,,37.59999847,32.29999924,32.70000076,,
Guam,GUM,,,,,,,,,,,,,,,,,,,0.899999976,,,,,,,,,,1.100000024,,,,,,,,,,0.5,,,,,,,,,,0.300000012,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.89999962,,,,27.79999924,21.39999962,,,,,,,,,,,,,
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.556518067,7.514037182,7.219528544,7.149869674,6.869280505,6.695065177,6.119874718,5.916677478,6.057757191,5.869317306,5.394675402,5.262658483,4.947379841,4.694957913,4.629558576,4.465047451,4.236458525,4.043084701,4.025123208,4.01027762,4.644742355,4.41238807,4.290354368,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,1.399999976,1.299999952,1.299999952,1.200000048,1.200000048,1.600000024,1.600000024,1.5,1.299999952,1.100000024,0.899999976,0.800000012,0.699999988,0.600000024,0.600000024,0.600000024,0.400000006,0.300000012,0.300000012,0.300000012,0.300000012,0.200000003,0.300000012,0.200000003,0.300000012,0.300000012,0.200000003,0.200000003,0.200000003,,,,,,,
Honduras,HND,,,,,,,,,,,,,,,,,,,58.59999847,58.70000076,58.29999924,57.70000076,,,,,,,50.09999847,38,38.20000076,,37.20000076,37.20000076,38.29999924,37,34.59999847,35.09999847,,36.90000153,38.79999924,37.40000153,34.90000153,39.20000076,36.29999924,34.59999847,35.5,37.09999847,37.5,36.59999847,38.20000076,35.79999924,,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89999962,17.79999924,16.70000076,16.60000038,14.5,15.5,13.10000038,14.19999981,13.80000019,14.30000019,11.39999962,10.69999981,10.89999962,11.39999962,12.5,12.80000019,10.60000038,9.5,8.699999809,
Haiti,HTI,,,,,,,,,,,,,,,,,,,67.5,66.69999695,65.40000153,65.40000153,,,,,66.19999695,,65.59999847,,,,,,,,,50.5,,,,,,,,,,,,,,,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,22.10000038,21.29999924,22.20000076,22.29999924,22,21.29999924,20.39999962,19.79999924,19.29999924,18.79999924,18.20000076,16.10000038,11.30000019,9.100000381,8.699999809,8,8.199999809,7.800000191,7.300000191,6.900000095,6.400000095,6.199999809,6.099999905,5.400000095,5.199999809,4.800000191,4.699999809,4.599999905,4.300000191,4.599999905,4.5,4.900000095,5,4.699999809,4.599999905,
Indonesia,IDN,,,,,,,,,,,,,,,,,,,56.40000153,,54.70000076,,,54.70000076,55.09999847,55,55.90000153,56.20000076,55.90000153,53.90000153,54.90000153,50.59999847,46.09999847,44,44,41.20000076,45,43.20000076,45.29999924,43.79999924,44.29999924,46.40000153,43.29999924,44,42,41.20000076,40.29999924,39.70000076,38.29999924,36.20000076,35.29999924,34.79999924,34.29999924,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399999976,,,,,1.899999976,,,,,,,,,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,59.90000153,,,,,55.79999924,,,,,51.09999847,,47.09999847,49.70000076,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,16.89999962,16.5,15.60000038,15.5,15.10000038,15.19999981,15,14.89999962,13.69999981,13.60000038,12.80000019,12.10000038,11.69999981,10.69999981,10.30000019,9.100000381,8.699999809,7.800000191,7.099999905,7.099999905,6.5,6.300000191,6,5.599999905,5.400000095,5.800000191,5.300000191,4.800000191,5,5.099999905,6,6.099999905,
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,23,,,,,,,,,24.70000076,23.20000076,22.79999924,21.20000076,20.89999962,19.20000076,,,,17.89999962,
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,29.70000076,15.10000038,23.39999962,,,,,,,
