Country Name,Country Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Europe & Central Asia (all income levels),ECS,11.93044524,10.32559938,10.22066844,9.291537348,9.642236402,8.124394999,7.816081436,7.637902635,6.782766966,6.266531091,6.091205066,6.398766686,5.427283944,4.603695878,5.069815226,4.901587457,4.561459544,4.537220324,4.103779971,3.795123657,3.599011964,3.722984846,4.000311087,3.722797554,3.738899676,3.865679329,3.817176597,3.611452415,3.1682456,2.779643466,2.792309717,2.585252279,2.902765619,3.012479261,2.487160183,2.428532915,2.278745889,2.060522984,2.068070054,1.927514176,1.903662388,1.813608826,1.676751587,1.597618501,1.51644223,1.517511776,1.363257957,1.330041813,1.49575869,1.559494895,1.443539661,1.478858631,1.463035526
Ecuador,ECU,3.358759762,3.232440403,3.154397892,2.642926526,2.794254989,2.836712921,2.886403487,3.479568643,0.313976765,3.318425039,2.749381738,3.359129382,2.574278671,1.709452098,1.893323903,1.765053517,1.329316602,,1.797639768,1.225947919,2.67654841,2.526891855,3.874761371,2.920348136,2.759205277,2.590949576,3.291997934,4.035391356,2.757595955,2.621547499,1.661721947,2.291587702,1.934842965,2.812076826,3.106167532,2.727947902,2.327900296,3.243179042,3.278850475,2.16956958,1.45503137,1.502130368,1.442762342,1.33302865,1.064849058,1.062609332,1.004682369,1.0274333,1.021127689,1.158098304,0.959488541,0.844432792,0.847099776
"Egypt, Arab Rep.",EGY,,,,7.441764641,6.202689418,6.399118724,5.733144346,7.365788308,8.313436385,6.369584065,8.871107066,7.0226256,5.84882438,5.481503942,4.917062994,8.348589517,5.447535961,5.516998677,6.18028003,5.088614872,4.620042316,4.598930822,4.659618587,6.831524842,4.872574321,5.379414271,6.284790838,7.080777417,7.060014875,7.516417405,6.262543066,2.085759654,5.702810796,7.051527599,6.101889336,5.960981186,4.913761131,4.399957739,4.839765078,4.543325017,4.403942451,4.558436859,5.173158788,4.101603711,3.857060647,3.715402379,3.307602896,3.353714976,3.212756209,2.987437728,2.849126651,2.902608536,3.306749556
Euro area,EMU,12.68918298,10.36121628,10.27538596,9.250693537,9.145890087,8.215098136,7.984145597,7.861830565,6.824328662,6.482976838,6.28748399,6.626370005,5.537785977,4.736870893,5.213631922,5.105937709,4.817483109,4.818650091,4.312777976,3.916796811,3.740828609,3.839412751,4.15211865,3.932634372,3.8639663,3.85292657,3.863927996,3.711615756,3.263080294,2.871645899,2.846762543,2.678932553,2.985938163,3.126902872,2.627734954,2.576278034,2.43940017,2.192091397,2.153909163,1.992296804,1.951012848,1.845950654,1.706972986,1.641711366,1.576226929,1.577293237,1.428160167,1.402521546,1.55589976,1.646122123,1.522358166,1.539721791,1.506125608
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.228444399,0.529473877,,0.914084701,,,,,,,,,,,
Spain,ESP,12.12903086,8.625834797,8.578157668,7.456638781,8.668423585,7.712169008,8.086264526,9.279465777,7.996504438,8.242223694,8.686045256,8.536285229,6.765355424,5.823861021,6.402562958,6.578878351,6.299378051,6.060744905,4.825624734,3.933597584,3.702299428,3.989328541,4.60355499,4.774135923,4.858517325,4.552380978,4.166371434,3.777509279,3.201878921,2.680750829,2.492076828,2.333178326,2.700818911,2.979473297,2.563827377,2.472340149,2.284477249,1.981544344,1.963959758,1.82593597,1.72790442,1.61809887,1.442548913,1.35301713,1.332081017,1.319803854,1.17598613,1.125830868,1.261064403,1.428550164,1.264493723,1.271669268,1.150583438
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.897541178,2.67806502,2.412513448,2.498728097,2.920953054,3.266694811,3.060257902,2.903990777,3.075373923,3.295421476,3.172935039,2.528401187,2.888529738,1.981855014,1.978631616,2.230059844,1.928680802,1.831197151,2.224394777,2.318117399
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.350349835,,1.858518815,,2.035579888,1.301464251,1.239160655,1.248378668,1.020359976,0.894924523,0.725652556,0.894184978,0.923867972,1.612997669,0.887685579,1.174504487,0.513158829,0.494248695,0.568614481,0.568163699,0.893247666,0.713019099
European Union,EUU,12.55460204,10.74739633,10.62712121,9.602764755,10.05698467,8.353175787,8.077370729,7.913160465,6.999417193,6.477919014,6.328203097,6.677024222,5.610434918,4.766005938,5.279870863,5.108883827,4.756649454,4.730865803,4.265589687,3.921800515,3.715499292,3.817654133,4.10920601,3.81390957,3.771822229,3.847637788,3.84585353,3.649013578,3.186779918,2.788813673,2.770025002,2.550452127,2.869834736,2.979576535,2.508572564,2.448403723,2.292283745,2.067871047,2.049403069,1.906884476,1.888047494,1.804498837,1.674015651,1.602082745,1.522897912,1.52689048,1.377440485,1.324336327,1.49777688,1.575591087,1.459928557,1.499673391,1.485502201
Fragile and conflict affected situations,FCS,,,,,,,,,,,2.843655782,2.833515491,2.989785011,2.00782241,1.841734869,,,,,,,,,,,,,,,,,,,,,,,,1.21802293,1.053773739,1.30299299,,,,,,,,,,,,
Finland,FIN,,5.296154833,5.311503945,6.001669731,6.180239509,5.547847505,5.163417008,4.511794454,4.042322011,4.306178984,3.932381286,4.361458605,3.616918632,3.601568941,3.780012384,3.531339551,3.547312491,3.205698506,2.865757027,2.771551278,3.259289061,3.254949379,3.734513874,3.360807856,3.040431125,3.031332314,2.899535298,2.572205665,2.283867986,2.323928513,3.081505342,2.819216978,2.768370803,3.561262222,2.51830363,2.485158887,2.646368427,2.576044911,2.307671784,2.667741745,2.75769092,2.703931181,2.640113681,2.738039088,2.447914076,2.737815634,2.763915027,1.833797449,2.189956189,2.141832717,2.069722267,2.296028547,2.232671215
Fiji,FJI,,,,,,0.88277318,1.02582612,0.609831074,1.168844628,0.854102902,1.205668856,1.253358483,1.086842945,0.635652048,0.330131693,0.330451548,0.322869386,0.292344207,0.301194556,0.257590635,0.306324707,0.569533973,0.312339762,0.304738382,0.282453153,0.3087344,0.363801791,0.412418164,0.335540586,0.376169584,0.30109215,0.327333217,0.24410645,,,,,,0.612467548,0.459783097,0.353660993,0.341212339,0.377788343,0.377389823,0.348517079,0.304241516,0.280211642,0.334986934,0.281106475,0.243434164,0.334299159,0.460243151,0.503999322
France,FRA,13.23523936,12.78984838,11.60205105,10.29010362,10.15979485,8.514596465,7.718772886,7.540962677,6.806077108,6.101790406,5.991438386,6.55201632,5.565826411,4.403271253,4.792559131,4.457393924,4.073610725,4.155406007,3.768030325,3.514181445,3.186640254,3.289544256,3.471029753,3.254933116,3.147289584,3.17449396,3.148751546,3.048617394,2.616896656,2.366791692,2.318402138,2.114740959,2.373695827,2.525093084,2.126313365,2.105215147,1.941337635,1.848705605,1.911858123,1.709643533,1.683132255,1.677451588,1.560640886,1.463805817,1.372289216,1.399944541,1.289349732,1.251136903,1.372987577,1.327434275,1.182565139,1.184133787,1.155824497
Faroe Islands,FRO,,,,,,,,,,,,,,,2.284175183,4.058497635,1.875794557,1.919092615,2.533897696,2.018005777,2.019053934,1.514596197,1.925598698,2.328520043,2.273827241,1.27967038,1.669927279,3.096228647,2.190915512,2.183434912,2.887223291,2.540441242,2.853060587,,3.484984738,3.365911233,3.96768943,2.410104768,1.87766393,2.753373221,2.610297426,2.503953173,3.182942548,2.285394265,3.055647604,2.281932131,1.866753622,3.072136124,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,0.236736942,0.283956378,0.253182968,0.168226943,0.153456651,0.163741991,0.235945177,0.2278345,0.283641311,0.271400665,,,,0.22911399,0.214584355,0.808528765,0.851252401,0.717042925,0.496770061,0.578808772,0.37771328,0.519015161,,,,,,,,,,0.572006521,0.592076529,,0.683228946,0.658583976,0.560500539,0.591367423,0.536160264,0.619482258,0.562189092,0.439898632,0.645128227,0.146378498,0.390125698,0.631824581,0.438775589,0.431191042,,,,,
United Kingdom,GBR,14.53574011,14.76171349,14.28690201,12.92836798,11.92449268,10.22703671,9.740980239,9.480265488,8.943203693,7.562786233,7.527873732,7.95383175,6.68994861,5.361558099,6.19956102,5.687714606,4.819865077,4.613637977,4.071294051,3.978917202,3.760811881,3.853266292,3.840780505,3.441089435,3.407263727,3.662758857,3.437091762,3.224839627,2.874159027,2.531105402,2.390800843,2.004635727,2.505463289,2.433700968,2.091497577,2.005353502,1.767631628,1.677515392,1.547149451,1.473932768,1.560177808,1.545913641,1.453865653,1.385219014,1.257283978,1.320107181,1.123239681,0.829060237,1.141771292,1.092680781,0.967496605,1.166254537,1.269897498
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162971485,0.394869412,0.588599049,0.742519143,0.672131917,0.913489217,0.896407522,0.396185063,0.466046506,0.366055178,0.476608324,0.594735625,0.527477118,0.650441312,0.728572769,0.824383218,0.822435593,0.656344101,0.738300445
Ghana,GHA,0.557107449,0.573773089,0.673780416,0.635276827,0.531662681,0.905500291,1.629529259,1.034657689,1.975004451,2.051361887,2.770155951,3.697100105,2.372135571,2.269356413,2.416236282,2.260667489,1.770489656,1.21017087,1.263079822,1.219504591,0.861337147,2.36461546,2.008955778,,,,,,,,1.127393057,,,,1.034585722,1.133291759,2.953056915,2.676800357,2.385609623,1.912888219,1.826374505,1.651748695,,1.099588327,1.207380222,1.079056191,1.047887049,1.341957508,1.084833798,0.974218617,1.087469187,0.827186537,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993835563,0.945664349,1.18214037,1.27963204,1.668052201,1.188745964,1.109377117,1.237592159,,0.819226753,0.358021136,0.409044369,0.395323306,0.373654277,,,,,0.398418374,0.408053056
"Gambia, The",GMB,,,0.330720606,,,,,,1.816377179,3.130654106,4.104530368,4.395602382,3.021925421,2.614202885,2.240213622,2.323669617,1.728853684,1.893210279,0.994902878,,,,,,,,,,,,,,,0.738486319,0.897702999,1.507364316,1.70047553,0.792191622,0.698166854,1.614450277,2.32362447,2.248850956,1.940122099,1.436855163,2.126326103,1.944542273,2.090174099,1.279047308,1.421590633,0.752870031,1.129203956,0.844023911,1.044938468
Guinea-Bissau,GNB,,,,,,,,,0.135533454,0.154605953,0.181212301,,,0.168987705,0.267346134,,,,,,,,,,,,,,,,,,,0.480712473,,,,,,,,0.355182307,0.249258553,0.605912294,,,,,,,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,0.065353297,0.070077735,0.839802573,0.141926199,0.180756623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,8.552221444,8.996211096,8.839558107,8.462594927,9.261241361,8.648814136,7.569356501,7.375567902,6.495730429,6.512193271,6.770960342,7.354297143,6.921402881,5.416124745,5.154785998,5.655855906,4.950545476,4.84932329,5.415714604,4.708099968,4.148670431,4.343673994,4.384886706,4.299678098,4.483276052,4.213169202,4.45097464,3.937559887,3.474678117,2.950619322,2.27685929,1.878147793,2.357785424,2.481830802,2.096834436,2.156960155,1.905216292,1.6127758,1.520428573,1.467190877,1.637710866,1.322317277,1.276659393,1.221614944,1.16795519,1.214190919,1.056895085,0.963111739,1.048112995,1.09959022,1.084746524,1.147701972,1.064410875
Grenada,GRD,,,,,,,,,,,,,,,,3.719677327,2.957049902,2.770599988,3.690457488,,,,3.524355292,3.242105948,3.903059237,4.001941737,4.903168748,3.219038658,3.494677085,2.410155027,,2.658026981,3.556552482,2.522344405,2.847928474,2.879550513,2.013142904,2.416863938,2.208237074,1.993389257,2.39827302,2.298525517,2.638362524,6.154985583,3.251581569,2.170391634,2.248834995,1.753258243,,,,,
Greenland,GRL,,,,,,,,,,,,,,,3.563814238,2.102042238,1.647923336,1.850607934,1.70881632,1.419347209,1.532007082,1.292005283,1.426576694,1.448880351,1.768812897,1.466221692,1.524001943,1.08312395,0.934226181,1.066747449,1.152382524,1.054585619,,1.222730157,1.145322944,0.894215526,1.026163862,1.252160541,0.835847523,0.943052932,1.185193507,1.703585796,1.747885278,1.231315969,0.713862717,0.885758409,0.794964087,0.750327013,0.656804725,0.613643612,0.800824663,0.692771669,0.631039448
Guatemala,GTM,,,,1.352471213,1.591621139,2.034513652,1.598777841,1.436570601,1.772642296,1.926300683,1.718527488,2.027388538,2.216404964,1.068772169,1.742868584,1.097968343,1.169164666,1.47440306,2.218290288,1.489061068,1.403564889,2.238074005,1.662851455,1.810565316,1.917065569,1.866493653,2.063289176,2.353574132,1.645169744,1.732661043,1.333003105,1.490778778,1.20792551,1.507425439,1.416320696,1.933659868,1.689844701,1.377433425,1.657331804,1.261353609,1.307268859,1.238268195,1.183466579,1.208389212,0.969894716,1.150454558,1.1652742,1.21050236,1.312808961,1.420998443,1.422494173,1.305591035,1.237302714
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,0.389033684,0.381034353,0.249872192,0.224368346,0.236927488,0.271828376,0.288439881,0.243122601,0.241425014,0.307862764,,0.314402721,,,,,,,,,,0.466753923,0.342216425,,,,,0.417707061,0.525191598,0.625556291,0.54497706,0.278022341,0.542645426,0.45740198,0.311000911,0.534778355,0.230192407,0.367000753,0.304874765,0.435667005,0.451903515,0.359120325,0.389240592,0.385772932,0.352732336
High income,HIC,12.95502037,11.72779726,11.18571036,10.4062097,10.23287968,8.734047261,8.357459613,8.083723547,7.20239822,6.739642534,6.513987797,7.051685051,5.521486947,4.709972815,5.289762673,5.158493174,4.849338058,4.821017738,4.186387171,3.691449045,3.507892737,3.664540385,3.793902206,3.502755377,3.551780147,3.761374414,3.716898293,3.556933096,3.089868797,2.753569364,2.71596027,2.649606635,2.790195415,2.829674653,2.4379485,2.333746048,2.123426253,1.963720072,1.863709702,1.749818381,1.722730532,1.639478164,1.564553076,1.451081366,1.376334743,1.319854103,1.181000742,1.138541945,1.266993537,1.313702881,1.200846681,1.229970354,1.21587691
"Hong Kong SAR, China",HKG,10.25563864,10.35345592,9.813101421,9.427385731,9.369784426,8.620416524,9.290141204,7.187243837,6.734666628,6.429690458,5.995729457,6.701534041,6.240264151,6.950818902,7.108473987,6.394649104,5.610063442,4.763654418,4.484059825,3.574751596,3.43891057,3.757959761,3.885807004,3.430740271,3.219899459,3.614099801,3.103562203,2.786080356,2.150283704,2.17789544,1.765848801,1.455157708,1.623909059,1.677039908,1.613021075,1.474842099,1.431853889,1.32678671,1.204243118,1.148374891,1.096627976,1.036686891,0.900771887,0.756072186,0.728136769,0.607516299,0.611836532,0.54906403,0.602081398,0.605293357,0.577687774,0.659240573,0.436133625
Honduras,HND,,0.270021163,0.288606141,0.42712547,0.6754254,0.470097761,0.520218722,0.491801425,0.385677068,0.557285508,0.760370359,0.698569936,1.041611421,0.975850341,1.375272809,1.088986533,1.090784946,0.739788819,0.70343927,0.653786375,0.699232469,0.817270628,0.779284946,0.530296058,0.698808648,0.67573353,0.748832996,1.027847625,1.174133345,1.457613623,1.430342931,1.358315109,1.044373833,1.085028335,0.874774252,0.787001688,0.833229993,0.643219455,2.395440793,0.821208612,0.946403742,0.859890595,0.744575512,0.763709744,0.958301015,0.869605128,,1.294751992,1.064249223,0.979035972,0.940951922,,0.930008309
Heavily indebted poor countries (HIPC),HPC,,,,1.516152395,1.581917631,1.568514528,1.66509409,,1.584818295,1.700199688,1.515233806,1.658578788,1.58328487,1.396319787,1.147489499,1.238547089,1.136888489,1.003264764,,,,,,,,,,,,,,,,1.598763825,1.587982384,1.674738974,1.797861079,1.568279108,1.685248882,1.35585061,1.372597975,1.221533886,1.187857505,1.103291362,1.312266313,0.908153835,0.894938003,1.104039841,0.956759136,0.913083226,0.985013151,,1.004994186
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64950698,1.997091316,1.794528047,1.75233061,1.844910982,1.813503658,1.506969171,1.386274129,1.5734788,1.540618756,1.582464098,1.52071903,1.421446123,1.303172084,1.152888534,1.10400123,0.981502518,1.058632629,1.106784809,1.120910571,0.951590206,0.942891626,1.131855513
Haiti,HTI,,,,,,,,,1.73788459,2.497088066,2.018763929,3.403892927,3.577863505,3.335709005,3.13632859,2.837803058,3.869142389,2.601961242,,1.867262638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,,,11.96468694,11.40564059,47.75273009,11.06639506,10.72406335,9.578577739,9.069127745,7.247061307,7.192216159,7.66830232,7.112268746,6.808449702,7.179551969,6.48457147,6.701390338,6.565165672,7.070281131,5.891377985,4.875967231,5.265323043,5.514285951,5.2060079,5.253258946,5.005901473,5.404238356,4.610476294,3.640510393,3.44105214,2.973708384,2.60020964,2.630718586,3.019954369,2.637868799,1.990787779,1.658650377,1.455427437,1.463119169,1.236301253,1.277105079,1.28550193,1.223710246,1.048051318,0.889294004,0.828556484,0.805194111,0.766033553,0.993447992,1.28093245,1.249194567,1.207294629,1.169322894
Indonesia,IDN,,,,,,1.417593769,1.462724842,1.814285378,1.228927004,1.657595046,1.666558576,2.127722597,2.487127134,2.812803821,2.451909258,2.825019259,3.201976336,3.660932879,3.535046128,3.19719692,2.569323746,2.635458584,3.912735062,4.107583762,4.106349329,4.993921721,5.376868144,5.423323941,4.684071268,4.740998349,5.610966517,5.21185652,5.625641179,6.182260473,5.453080939,4.745813394,6.682300162,7.107676425,7.178887228,7.474476626,5.803491109,5.311865459,4.552013558,3.453471487,3.412065183,3.512011988,3.039945203,2.801006422,3.062639439,3.186346622,2.62223895,2.719427884,2.894253504
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,9.242249308,8.603457071,8.383790138,7.394065716,7.546464871,7.324467768,7.117123898,8.875219597,9.207277055,8.625123349,8.665130818,4.890866767,1.942384026,2.542802904,3.003358344,8.798452376,5.441364065,3.493392765,1.741334868,2.521702284,,2.903893688,3.076247866,3.422505143,3.618060895,4.023251744,4.525851677,3.917145797,3.990510395,3.119578898,3.724381989,3.415865304,4.413485798,4.022419934,3.184360855,3.591948884,3.288471402,3.442591551,3.491979322,4.026226954,3.317816503,3.291205219,2.836810025,2.149814351,1.793607656,1.870574638,1.565038738,1.635343283,1.776209565,1.771862,1.827499091,1.788991089,1.896625912
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,6.527154053,6.541375767,5.705123942,5.465154846,5.56525,5.762825598,5.075681406,4.756084277,4.247780868,4.420098101,5.277968931,5.234738254,3.267037045,4.011409366,3.658397518,3.039548768,3.052324863,2.754316082,2.775823363,2.293573167,2.219613404,2.200741008,1.997157384,2.04675278,1.98516102,1.963839545,1.857750552,1.806851814,1.601305361,1.415448948,1.269884143,1.400542289,1.234771624,1.174004633,1.102815198,1.010521542,0.950021023,0.946476219,0.857420426,0.859502138,1.053187667,1.034153534,1.01467,0.983392221,0.984380291,0.743654185,0.668903245,0.711220377,0.677046683,0.673542683,0.673542686,0.69732425
"Iran, Islamic Rep.",IRN,,4.963892764,5.367747221,4.580558254,4.813759143,4.048657837,4.174047672,4.681562567,5.659790698,3.919754616,4.285245663,4.193127027,4.535559459,2.828605543,2.460303884,2.647311075,,,,,,,,,,,,,,,,,,,,2.442445887,2.33233557,2.800365129,2.626725141,2.281694128,1.874593964,2.047074828,2.191577647,1.923351617,0.640166184,,,,2.358077441,2.381144881,,,
Iraq,IRQ,,3.314560993,,,,,,,,,3.15846308,2.412877509,3.65105781,2.840243849,2.495592176,,,,,,,,,,,,,,,,,,,,,,,,0.0864375,0.12004267,0.105810573,,,,,,,,,,,,
Iceland,ISL,4.287424839,4.4517858,3.475306306,3.566357778,2.98737369,2.829160486,2.396244749,2.632789339,2.763287301,2.652147238,2.933728543,3.051478189,3.408719991,2.441830419,2.694722684,2.91015029,2.765631628,2.530729274,3.182327851,2.85614444,2.696590355,2.819286825,2.618432168,2.309228085,1.842855654,1.955243572,1.973233036,1.860903057,1.746594557,1.639096535,1.652396583,1.710535962,1.534824542,1.58404979,1.380308206,1.544644099,1.858520306,1.070118261,1.3105578,1.418731147,1.505521446,1.80024383,1.578473603,1.33232222,1.163670224,1.405105663,1.178187126,0.851740127,1.231066152,1.035077262,0.892582581,1.015515812,0.899392206
Israel,ISR,8.74664003,7.391231016,7.700886667,7.424538896,6.1875928,6.117957457,5.6671283,4.987091675,4.635643385,4.024720804,4.062894789,3.726665284,3.429419701,3.031532612,3.238721509,3.162456492,2.824328155,2.738417452,2.506007429,3.101264642,2.592283382,2.198343575,2.525904497,2.326003881,2.288643997,2.343524871,2.188280624,2.315779525,2.418267336,2.044809664,1.844381866,1.605653952,1.609150367,1.565342874,1.28084007,1.27779102,1.179612624,1.123974188,1.021486732,0.965968052,0.999842644,1.111076114,1.01229434,1.046335484,1.108190979,1.221195576,1.097526769,1.129794579,1.195812585,1.080838583,0.97169702,1.011337265,1.020812309
Italy,ITA,16.56605694,14.57160368,15.11532876,13.95484524,14.54314375,12.92804426,11.89545887,11.92367543,10.18429579,8.488658451,9.052909689,10.14316532,7.941612309,7.11245352,8.584667149,8.073556859,7.979211332,8.574385138,7.027463266,6.320861704,6.149095782,6.100031772,7.052124919,6.568241025,6.273181944,6.339865457,6.597159759,6.210667941,5.526953373,5.030833405,4.810963746,5.050781767,5.739866233,5.701731507,4.862232401,4.722925655,4.361662257,4.000030592,4.088606005,3.697577585,3.458011018,3.174104123,2.842901809,2.654799342,2.535886086,2.412760637,2.106768595,1.981933605,2.243082573,2.340184925,2.17505861,2.367485748,2.373085995
Jamaica,JAM,2.844804976,2.860253925,,,,,,,,,2.322000989,2.788387699,2.679774997,2.422439778,2.506770187,3.015749158,1.996571952,1.892494813,0.934109009,1.526908522,1.793959622,1.914657965,1.735281797,1.520781212,1.852489342,1.702545385,1.84763894,1.320421346,1.232110465,1.734717218,1.640870554,1.870784091,1.941880245,1.615041828,1.530240118,1.669547282,1.489403871,1.621816026,1.510202658,1.295968874,1.44404404,1.30165562,1.580191847,1.41283499,1.522367429,0.919438088,0.798623358,0.919003383,1.034866773,0.800695742,0.605674598,0.792685501,0.979293202
Jordan,JOR,,,3.363011616,3.463365413,3.414190744,3.80475725,2.952850433,3.15884928,3.035300024,1.923060001,2.253307967,1.98084595,1.807210401,1.990019291,2.143236368,1.859835526,1.963143397,2.15798204,1.529224349,1.398104481,1.355062307,1.961931248,1.801868351,1.930240529,2.001475357,2.203257936,1.980128172,1.402402343,1.440020774,1.550337289,1.247552797,1.310451142,1.901707696,2.115840105,,1.616429472,2.04347518,1.717403027,2.285118392,1.993482659,1.629140143,1.63070704,1.415588406,1.183200556,1.294745012,1.270989811,1.392885867,1.269074863,1.343257433,1.304389426,1.156773031,1.125867643,1.188429295
Japan,JPN,23.71497162,23.72916874,20.74127828,20.36622014,21.29304458,19.14647863,19.34010743,17.9431579,16.18302698,14.61651017,15.56604361,17.10388962,10.94378422,8.863432788,10.22337966,10.15128432,10.19265632,11.15362642,8.637478821,6.70521405,7.046749026,6.788699804,6.94271028,6.681549196,7.441940827,8.769730514,8.470929318,8.221358757,6.559328485,6.035019272,6.123962586,6.658588628,6.059823006,5.556705259,4.845606304,4.566744782,3.613705094,3.523762131,3.08614683,2.767179146,2.575965691,2.49631579,2.368529039,1.993854048,1.961447336,1.776180747,1.502865093,1.443128953,1.566656183,1.656140575,1.378979289,1.430679662,1.310571655
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093398578,1.540886156,1.190242136,1.281941284,0.792623081,0.943426424,0.910567659,0.701133516,0.918675575,0.725229021,0.866873108,0.863925811,0.858758271,0.623119736,0.648604854,0.604314565,0.646420589,0.613954282,0.544780061,0.485996501
Kenya,KEN,,,,,,,,,,,,,,,2.322752172,2.655962236,1.750779615,1.58914794,1.237514541,1.628403339,1.615620152,2.258075404,2.37770158,2.299856929,1.999826588,2.26144575,2.401937162,,2.865020719,1.816891433,1.85428065,2.567821712,2.139773703,1.883022173,1.909273238,1.980066342,2.629223472,2.593970873,2.453312388,2.083286688,2.20642271,2.071961176,2.140003206,1.748210021,1.878353935,1.897689427,1.311508685,1.360954874,1.549389657,,,1.344037809,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.655356158,1.478131238,,1.187810902,0.620687404,1.825259628,1.942825061,1.98870944,1.687517335,1.648032274,1.745868338,1.21346938,1.502162756,1.098929339,1.355640826,1.184461947,1.324062036,1.450827655,1.549486039,
Cambodia,KHM,1.366556071,1.307978418,1.444056605,0.993202815,0.900971295,0.99842263,2.616148442,1.013238586,1.441025464,2.84844386,2.281438118,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.420734866,2.55862446,2.531611996,2.552430275,2.416353578,2.198994229,1.878371612,1.731415994,1.361884608,1.823749268,1.635700974,1.271300708,1.116357594,0.707957898,
Kiribati,KIR,,,,,,,,,,,,4.229792565,2.685520424,1.324225608,1.904484539,1.554418298,1.864254136,1.58901553,1.663922088,,,2.224637968,1.137791668,0.735286153,1.443071649,0.911921435,1.898581793,1.290366166,2.553233655,1.395695959,1.144468207,1.710239771,1.720909194,1.269110878,1.917633854,1.597041717,1.894938551,2.673629008,,,,,0.16905889,1.038851918,1.158546889,1.410492915,1.063963119,0.80145603,0.995279508,0.817956052,0.7765254,0.962107635,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,1.528262031,2.445794758,1.752462298,,,2.043414062,1.684741486,,,,,,2.431050011,2.426618158,2.481349486,1.914621464,2.085022335,,2.191549303,2.537918721,1.983200519,2.666366476,2.364557603,1.887722201,1.52737602,1.834336401,1.843130075,1.666670397,2.077208138,1.876478628,1.870083431,,,
"Korea, Rep.",KOR,22.16909373,17.49108309,21.66810608,22.19249613,18.22253846,17.16376581,15.33650206,14.08944248,15.40555921,15.03439591,14.90100058,17.08100156,13.28817031,11.41888408,13.41827308,13.61349528,12.17722834,11.7120648,11.25589595,9.318052755,9.05746043,8.765693027,8.59336109,7.906925399,8.910400224,9.69724778,9.97551728,8.945236254,8.058852768,6.748763869,6.419506102,6.477446678,5.674713987,5.504394864,4.63524533,4.189462119,4.057228225,3.707091644,3.181827667,3.178369565,2.94152999,2.547887416,2.244035782,1.947250342,1.766410092,1.733350733,1.547777637,1.57121875,1.729135847,1.758945057,1.56080628,1.552681809,1.501132154
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,,,,,,,,,1.085400511,1.214737302,0.979050169,1.171500069,1.376879398,0.725282721,1.242459887,1.024385462,1.031519466,1.273883683,0.970447773,0.836064894,0.9309563,0.646796998,0.762482224,,0.601093546,0.999275241,1.05007374,0.877109357,0.863236094,0.853682791,0.63246098,0.883399109,1.005103564,1.1062555,0.928614017,0.827553598,0.797981003,0.96211686,0.394569255,0.378971726,0.35134117,0.345651501,0.254681053,,0.829915908,0.700560597,0.626448234,,,,,0.537657034,0.608760663
